Generation,Individual,WalkingTime,ExposureTime
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,157,6018,V->I->C->B->L->Y->M->K->N->D->U->H->W->A->Q->T->F->O->G->E->J->P->R->X->Z->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,199,5840,O->W->J->C->K->N->D->Q->M->E->R->V->H->A->U->F->L->Y->B->I->P->X->Z->T->G->S,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,179,5828,C->W->H->V->R->G->E->Q->J->M->F->Y->D->L->S->A->U->I->P->X->Z->T->O->N->K->B,H2V
1,173,5712,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->L->S->O->Z->N->K->B,H2V
1,173,5712,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->L->S->O->Z->N->K->B,H2V
1,173,5712,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,165,5406,C->P->W->X->G->Q->T->J->F->Y->M->E->R->V->H->A->U->I->D->L->S->O->Z->N->K->B,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,169,5196,C->P->W->U->H->X->V->R->G->E->A->Q->T->J->M->F->Y->D->I->S->O->Z->N->K->B->L,H2V
1,189,5472,S->O->H->M->T->Q->A->K->F->B->V->W->Y->R->E->X->J->G->Z->P->U->D->N->I->L->C,H2V
1,189,5472,S->O->H->M->T->Q->A->K->F->B->V->W->Y->R->E->X->J->G->Z->P->U->D->N->I->L->C,H2V
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
1,181,7824,S->P->D->H->M->Q->R->K->N->A->T->W->Y->O->E->X->J->G->Z->F->B->V->U->I->L->C,ZgZg
