Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
5,179,6400,U->H->A->S->X->E->Y->B->V->L->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->C,H2V
5,199,6976,H->A->E->X->Y->V->W->Q->T->N->M->I->G->D->P->C->Z->J->O->S->F->B->K->U->L->R,V2H
5,199,7252,O->M->U->Z->H->J->A->S->X->E->T->Q->Y->B->I->V->L->W->G->D->P->N->R->K->F->C,V2H
5,187,6514,U->H->A->S->X->E->Y->B->V->W->Q->D->T->N->L->M->I->Z->J->O->G->P->R->K->F->C,H2V
5,187,6514,U->H->A->S->X->E->Y->B->V->W->Q->D->T->N->L->M->I->Z->J->O->G->P->R->K->F->C,H2V
5,197,6912,H->A->S->X->Y->V->W->Q->T->N->M->I->G->D->P->C->Z->J->O->E->F->B->U->L->R->K,V2H
5,199,6998,H->A->S->X->Y->V->W->Q->T->N->M->I->D->P->C->Z->J->O->E->G->B->U->R->K->F->L,H2V
5,195,7286,H->A->S->X->Y->V->W->Q->T->N->M->I->D->P->C->Z->J->O->E->G->F->B->K->U->L->R,H2V
6,181,6226,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
6,179,6400,U->H->A->S->X->E->Y->B->V->L->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->C,H2V
6,179,6400,U->H->A->S->X->E->Y->B->V->L->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->C,H2V
6,177,6462,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->A->R->K->L->C,H2V
6,177,6462,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->A->R->K->L->C,H2V
6,187,6514,U->H->A->S->X->E->Y->B->V->W->Q->D->T->N->L->M->I->Z->J->O->G->P->R->K->F->C,H2V
6,187,6514,U->H->A->S->X->E->Y->B->V->W->Q->D->T->N->L->M->I->Z->J->O->G->P->R->K->F->C,H2V
6,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
6,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
6,195,7286,H->A->S->X->Y->V->W->Q->T->N->M->I->D->P->C->Z->J->O->E->G->F->B->K->U->L->R,H2V
7,181,6226,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
7,179,6400,U->H->A->S->X->E->Y->B->V->L->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->C,H2V
7,169,5990,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
7,169,5990,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
7,177,6462,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->A->R->K->L->C,H2V
7,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
7,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
7,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
7,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
7,181,5996,U->H->A->S->X->E->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->Y->L->R->K->C,H2V
8,181,6226,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
8,163,5636,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
8,185,5882,H->U->S->Z->E->Y->B->V->W->Q->T->N->M->I->X->J->O->G->D->P->R->L->K->F->A->C,H2V
8,185,5882,H->U->S->Z->E->Y->B->V->W->Q->T->N->M->I->X->J->O->G->D->P->R->L->K->F->A->C,H2V
8,177,6462,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->A->R->K->L->C,H2V
8,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
8,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
8,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
8,167,6066,H->U->S->X->E->Y->B->V->N->L->W->Q->T->M->I->Z->J->O->G->D->P->R->K->F->A->C,H2V
8,181,5996,U->H->A->S->X->E->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->Y->L->R->K->C,H2V
9,181,6226,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->K->F->A->L->C,H2V
9,163,5636,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
9,171,5626,H->U->S->E->Y->B->V->W->Q->T->N->Z->M->I->X->J->O->G->D->P->R->L->K->F->A->C,H2V
9,185,5882,H->U->S->Z->E->Y->B->V->W->Q->T->N->M->I->X->J->O->G->D->P->R->L->K->F->A->C,H2V
9,197,6452,U->H->S->X->E->B->V->W->Q->Y->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
9,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
9,175,5872,H->U->S->X->E->Y->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,H2V
9,163,5946,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,V2H
9,163,5946,H->U->S->X->E->Y->B->V->N->W->Q->T->M->I->Z->J->O->G->D->P->R->L->K->F->A->C,V2H
9,181,5996,U->H->A->S->X->E->B->V->W->Q->T->N->M->I->Z->J->O->G->D->P->F->Y->L->R->K->C,H2V
