Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
3,209,7330,H->B->V->N->O->Z->S->L->E->R->Q->A->I->W->F->Y->D->K->G->P->X->U->M->C->T->J,H2V
3,209,7524,H->B->V->N->O->Z->S->L->E->R->Q->W->F->Y->D->K->G->P->I->A->X->U->M->C->T->J,H2V
3,209,7330,H->B->V->N->O->Z->S->L->E->R->Q->A->I->W->F->Y->D->K->G->P->X->U->M->C->T->J,H2V
3,203,7494,H->B->V->N->O->Z->S->L->E->R->Q->A->W->F->Y->D->K->G->P->I->X->U->M->C->T->J,V2H
3,219,7720,H->B->V->N->O->Z->S->L->E->R->Q->K->W->F->Y->D->A->G->P->I->X->U->M->C->T->J,H2V
4,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
4,175,6100,H->B->V->S->O->Z->N->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
4,185,6724,H->B->V->N->O->Z->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
4,181,6452,H->B->V->S->O->Z->N->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
4,199,7062,H->B->V->S->O->Z->N->L->E->R->Q->A->W->F->Y->D->K->G->P->I->X->U->M->C->T->J,H2V
4,193,6644,H->M->V->K->O->Z->S->L->E->R->Q->A->W->F->Y->D->N->G->P->I->X->U->B->C->T->J,H2V
4,195,6886,H->B->V->K->O->Z->S->L->E->R->Q->A->W->F->Y->D->N->G->P->I->X->U->M->C->T->J,H2V
4,217,7066,H->B->V->O->Z->S->L->E->R->Q->K->A->W->F->Y->D->N->G->P->I->X->U->M->C->T->J,H2V
4,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
4,217,7066,H->B->V->O->Z->S->L->E->R->Q->K->A->W->F->Y->D->N->G->P->I->X->U->M->C->T->J,H2V
5,163,5882,H->B->V->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,175,6100,H->B->V->S->O->Z->N->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
5,171,6124,H->B->Z->S->O->V->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,183,6084,H->B->V->O->Z->N->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
5,171,6142,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,185,6724,H->B->V->N->O->Z->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,181,6452,H->B->V->S->O->Z->N->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
5,183,6364,H->B->V->O->Z->N->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
5,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
6,163,5732,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
6,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
6,163,5882,H->B->V->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
6,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
6,183,6084,H->B->V->O->Z->N->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
6,175,6100,H->B->V->S->O->Z->N->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
6,171,6124,H->B->Z->S->O->V->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
6,163,5732,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
6,189,6896,H->B->V->O->Z->N->S->L->E->D->Q->A->W->F->Y->R->K->G->P->I->X->U->M->C->T->J,V2H
6,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
7,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
7,161,6122,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,ZgZg
7,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
7,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
7,163,5732,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
7,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
7,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
7,171,6212,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,V2H
7,183,5864,H->B->V->O->M->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->N->T->J,H2V
7,167,6154,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->M->C->T->J,H2V
8,157,5320,H->B->V->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
8,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
8,161,6122,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,ZgZg
8,163,5732,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
8,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
8,165,5790,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
8,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
8,165,6140,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,ZgZg
8,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
8,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
9,155,5094,H->B->V->S->O->Z->N->Y->E->Q->W->D->A->F->L->R->K->G->P->I->X->U->C->M->T->J,V2H
9,145,5108,H->B->G->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->V->P->I->X->U->C->M->T->J,V2H
9,157,5320,H->B->V->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
9,157,5164,H->B->V->S->O->Z->N->L->E->Q->W->D->A->F->Y->R->K->P->G->I->X->U->C->M->T->J,V2H
9,165,5400,H->B->V->O->N->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
9,163,5852,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,V2H
9,163,5732,H->B->V->S->O->Z->N->L->E->Q->A->D->W->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
9,169,6136,H->B->V->O->N->Z->S->Q->E->L->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,H2V
9,175,6096,H->B->V->O->N->Z->S->L->E->J->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->Q,V2H
9,161,6122,H->B->V->N->O->Z->S->L->E->Q->W->D->A->F->Y->R->K->G->P->I->X->U->C->M->T->J,ZgZg
