Generation,Individual,WalkingTime,ExposureTime
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,163,6024,I->Z->O->P->W->E->X->J->S->T->N->M->R->D->Y->H->F->Q->G->C->B->A->U->V->K->L,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
0,215,6896,N->T->L->W->I->A->H->F->U->G->D->P->E->Z->Q->O->J->X->K->Y->C->R->B->V->M->S,V2H
